Timestamp,Apdex,Latency,ConsumerLag,TotalReceivedBytesMessaging,ThreadsInUse,CpuPercentageUsed,DistanceMatrixRequestOk,DistanceMatrixRequestFailed,DistanceRowRequestOk,DistanceRowRequestFailed,ErrorLogsCount,Gen0Collections,Gen1Collections,Gen2Collections,MemoryTotal,Percentile75,Percentile95,Percentile99,ActiveGrains,KafkaProducedMessages,KafkaReceivedMessages,Throughput
1678888800,0,5.444444444444445,46482,245145231.18471548,18,88.45632326136726,2168.0251520888946,0,2168.0251520888946,4336.050304177788,0,44.0002004732678,14.000133537745935,8.000466708892963,19125833728,0.05867151388888889,0.095768783,0.15340449888888888,70999,278684.05255786027,266922.3466313648,1627.9998186307632
1678889100,0,5.444444444444445,43433,299382504.48453975,16,90.12866599664518,2814.4303722339473,0,2814.4303722339473,5628.860744467894,0,38.00226882320132,20.0025352454185,6.000867442645224,19337752576,0.06414040933333331,0.09756664877777778,0.14665404844444443,71399,272574.8023616532,267705.07121484727,1534.1963789422296
1678889400,0,5.444444444444445,46502,295974853.34813166,15,93.46588330290905,1849.2132158463435,0,1849.2132158463435,3698.426431692686,3.33358026520483,36.01094786209478,16.007880159451183,4.001133655647507,19312857088,0.06054854722222222,0.096665239,0.14421269288888888,71629,279802.61403040815,271004.4320637776,1450.6158474735244
1678889700,0,5.444444444444445,45925,285189150.2411073,15,94.4901666117167,2157.3606465441712,0,2157.3606465441712,4314.721293088343,0,45.99001329355826,17.99367509710361,7.996604191880211,19254923264,0.06467333744444444,0.10089505044444444,0.151670265,71652,279724.6758441385,269444.62253318937,1615.7026926316487
1678890000,0,5.444444444444445,43964,278405970.67549103,19,87.64038174456067,3226.179780106442,0,3226.179780106442,6452.359560212884,0,35.99986965750019,7.998800719568259,4,19436732416,0.05527962733333333,0.09631350688888889,0.13753037299999998,71704,271988,269989.7971226692,1528.0764871014999
1678890300,0,5.444444444444445,44278,298445942.8920861,14,91.55350268966865,2932.503818392911,5.997402244436729,2944.4986228817843,5871.005039030259,1.1110082399777796,43.967331864680034,21.968929009032372,7.991441665988761,19379826688,0.06230974388888888,0.0982352292222222,0.157365136,71860,276416.28898960276,271809.8355426365,1627.0126220063778
1678890600,0,5.444444444444445,47087,266785437.10876518,20,88.93442688111082,3492.6141506021836,0,3492.6141506021836,6985.228301204366,0,42.10122279535006,24.022027198287454,5.999000259930019,19095494656,0.0657075038888889,0.09576993966666666,0.15136844155555554,72247,276770.45136342425,271277.788892703,1642.571237515196
1678890900,0,5.444444444444445,45596,301621362.43281865,18,99.94687922776741,3152.165599128154,0,3152.165599128154,6304.331198256308,0,46.42989225981044,18.14621325364928,6.140133202017367,19368550400,0.06293572977777778,0.09746151344444443,0.15748921588888887,72530,276828.1791522261,272212.5536645189,1676.522475362232
1678891200,0,5.444444444444445,45897,319443041.1452293,20,100.10370743365553,2737.3044661688864,3.998602355647414,2745.3016708801815,5478.607534693421,1.1148603451607628,38.003071817222235,16.001734480662346,2,19597111296,0.06578343522222221,0.10070165955555556,0.15518241933333335,72987,280584.05840584054,274146.54003671487,1790.0128837544405
1678891500,0,5.444444444444445,46854,305814811.55774885,15,97.8450447425625,3194.5407199178862,0,3194.5407199178862,6389.081439835771,0,46.00600308949059,22.002868006993584,8.000400524460497,19765661696,0.06481181744444443,0.10102656466666665,0.18036318099999998,73362,280725.2124645893,274413.93854446604,1756.3048727801454
1678891800,0,5.444444444444445,46316,288010820.4162807,12,96.83659036017409,3156.7414990623884,0,3156.7414990623884,6313.482998124778,2.2222222222222223,32.062898368169215,14.02998173919849,2,19855409152,0.06421030133333333,0.0990212911111111,0.163990215,73692,280085.3874120276,277738.8847596204,1625.2931927582908
1678892100,0,5.444444444444445,47284,308708231.1650688,17,98.05780695358315,1985.9710515863082,0,1985.9710515863082,3971.942103172616,0,41.99933740859225,20.00086824246978,7.999934362221065,19918483456,0.06483731044444445,0.098601126,0.13813549977777778,73794,283642.7285457091,277212.6022411774,1729.9187176168857
1678892400,0,5.444444444444445,47065,296359774.8734962,12,101.61033791742881,4195.011177705108,4,4203.011177705108,8394.022355410216,2.2222469138545984,48.688233488145784,18.281205516185242,6.0004667755809695,20082470912,0.06804358988888888,0.10300210444444445,0.17767016311111108,74127,283704,279036.52206647105,1844.3913924778753
1678892700,0,5.444444444444445,46821,343594029.1706562,14,95.10106097775493,3955.0054073491365,0,3955.0054073491365,7910.010814698273,0,42.01022434684485,18.01075486246454,6.005677341259263,20242239488,0.07101890677777778,0.10509325633333333,0.19062878511111112,74681,289648.6198159755,280974.91793499683,1744.334415471404
1678893000,0,5.444444444444445,47310,327695124.28146243,17,94.29728893063097,2155.276508582351,1.9891261105954117,2159.254760803542,4312.542143275299,1.1111111111111112,43.98313167240124,25.986928369708664,11.998868219324562,20404011008,0.069078362,0.10339745,0.1595903233333333,75215,285629.0419361291,280575.60569372703,1706.863679064404
1678893300,0,5.444444444444445,45264,343704666.7000408,16,98.1568792949857,5469.350672629375,2.000400080016003,5473.351472789407,10940.701745338763,0,42.01203595701441,13.99993539768877,6.000667720166312,20538040320,0.06986795311111112,0.10651468655555556,0.18729642966666665,75666,283869.0099042919,280586.14100793673,1741.0612972100746
1678893600,0,5.444444444444445,45943,355108875.36630666,23,102.20059360892473,2903.6333517700878,0,2903.6333517700878,5807.266703540176,0,45.993603833982775,13.99960103991304,6.000266968946991,20733325312,0.07270453,0.10766724400000001,0.19640700155555557,75818,291534.63860444946,283310.77469746536,1715.7636255068212
1678893900,0,5.444444444444445,47351,361988895.93810177,13,108.14555854559657,5553.570250200835,2,5557.570250200835,11109.140500401669,1.1111275722603298,48.03073557185497,28.014144983884368,9.98621459379982,21082972160,0.07127859055555555,0.10516863722222222,0.17361688944444445,76139,291734,284040.12261246674,1701.539650960684
1678894200,0,5.444444444444445,49558,335717917.07112646,17,109.08708444205556,5317.328625949505,4.000200020002,5325.329025989509,10638.65745191901,0,42.01736495031575,12.018230281653478,4.009448336440641,21279502336,0.070728206,0.10440460899999998,0.17780589811111108,76397,295626.3326226013,284212.3515209526,1760.9464009152105
1678894500,0.96,5.444444444444445,46331,351422914.2538141,15,101.90971829999208,7109.773770190715,0,7109.773770190715,14219.54754038143,2.222115231488854,46.40950678321203,18.205818376824055,6.1029757506305415,21371510784,0.07160014633333334,0.10818346555555555,0.1692379772222222,76621,291155.3466039812,284596.057839013,1758.1244354518014
1678894800,0.96,5.444444444444445,47483,344787617.7613241,17,118.01657168475478,4581.65130753593,1.9996000799840032,4585.650507695897,9165.30221515184,0,43.99986984469368,19.998467913356283,7.998400510923187,21087313920,0.07052940333333334,0.10843057544444444,0.19983174922222222,76733,296495.41590265045,286429.49322274677,1812.012153259952
1678895100,0.95,5.444444444444445,46304,366701982.6073908,15,103.4410398960913,6808.162846016236,0,6808.162846016236,13616.325692032467,1.1111111111111112,52.45702987690269,22.228014359358,8.108010298687027,21106192384,0.07284822477777778,0.10900703711111112,0.18828769333333334,76832,293456.87241701095,287462.59380663506,1809.5086914064611
1678895400,0.96,5.444444444444445,46359,366415167.4073263,15,102.84778161373059,7346.138861259305,0,7346.138861259305,14692.277722518611,1.1112222333344448,49.995093409005754,25.999610387057043,13.997141575229248,21304762368,0.073311989,0.11109263666666667,0.19324546944444446,76969,293264,284751.30524057505,1789.9969371263674
1678895700,0.95,5.444444444444445,49015,417454814.6373372,16,114.42536682773003,12211.87086148458,1.9992669354569992,12215.869395355494,24425.740989904618,0,53.991603998173865,23.9967344063236,11.99813396867578,21179465728,0.07615152422222222,0.12045842188888889,0.21699491755555556,77178,296965.5172413793,286063.52351256186,1933.7098923576366
1678896000,0.93,5.444444444444445,49256,421061303.7741944,16,111.73262964106767,6680.483254272009,2,6684.483254272009,13362.966508544017,0,48.00987360884511,22.006270420257074,6.001534242817209,21703380992,0.07666568177777777,0.12686617977777775,0.23527671666666664,77737,300980.09800980095,287167.9744124211,1898.2749659193503
1678896300,0.94,5.444444444444445,49039,459937313.21197206,16,112.82717272221565,12547.175176606932,4.001067591699359,12555.17731179033,25098.351420805557,0,49.9999111060095,18.004536650711977,2.001267469397285,22218698752,0.07591013611111111,0.12078666977777779,0.23407059488888887,78363,297030.9113341558,288188.90004611877,2119.7502334561527
1678896600,0.95,5.444444444444445,47514,419094530.43513227,17,114.20468462246579,16732.446515732972,0,16732.446515732972,33464.893031465945,4.444448568282139,51.98618235766716,17.9940829211318,5.995615297211845,22322343936,0.07713513011111112,0.119400132,0.24440134577777775,78851,299444.07412345015,289504.03888191725,1951.4448137700406
1678896900,0.91,5.444444444444445,49027,455714897.88801056,14,118.5459403291774,14488.500200619852,5.9970762709141,14500.49435316168,28982.997477510613,1.1111316876238448,55.99455999104439,22.00207040754028,6.00140155836158,22489100288,0.08144689344444443,0.1351503166666667,0.2384711981111111,79187,298339.6125762678,290009.0553135434,1965.783920811151
1678897200,0.94,5.444444444444445,49551,444500251.23719716,18,114.91375623199689,14330.405272558795,13.374518358118651,14357.15430927503,28674.18506347571,1.1111893059141198,55.41386764330522,29.655043948184915,11.827555261872492,22545367040,0.07689514066666665,0.11680599177777778,0.22968927066666667,79155,296959.7228237332,288882.0710801353,2083.8251383939414
1678897500,0.94,5.555555555555555,50149,445608101.6430454,22,123.82950544525373,18931.214129597713,3.99913384197294,18939.21239728166,37866.4273930374,1.1111069959000153,59.984131717409994,25.9921653509828,11.991231924306204,22513061888,0.07902637022222223,0.11987225755555556,0.23195753833333332,79080,299899.9699909973,289171.3612594427,1899.1349023882426
1678897800,0.95,5.555555555555555,46089,408609202.3303036,15,111.94766907475518,16838.06540199385,11.989762770492206,16862.044927534833,33688.12056675818,1.1111646116294487,47.98670099591055,23.988231518662655,7.994082149271248,22060122112,0.07584106055555556,0.1145253511111111,0.23693303599999999,78946,291426.28418945963,287659.5457933023,1851.398231740291
1678898100,0.95,5.555555555555555,48329,426065758.1599188,15,122.83875453362654,15503.711602127707,6.001202178242593,15515.714006484191,31013.42440643365,0,54.00380858959033,24.00493730813355,12.00213582279077,21711212544,0.07629155655555556,0.12076642944444443,0.2380406247777778,78842,294157.0261710285,287667.8620097992,1858.3675218219655
1678898400,0.94,5.555555555555555,47959,400963912.7969764,16,117.24388498726955,16093.471046999814,3.9976037860220806,16101.466254571858,32190.939697785656,0,47.991809067082805,17.99946706212389,7.999533637683962,21929791488,0.07518350033333333,0.11557135111111111,0.21936278822222222,78601,298691.40235387994,287544.91309944744,1921.584847207448
1678898700,0.95,5.555555555555555,50438,392178079.5887315,15,109.8955341276111,14109.665814088197,4.000667137976392,14117.667148364151,28223.332295314365,0,52.00606950996056,28.0040016050914,10.001533882444022,21818740736,0.07389535533333333,0.11608065677777778,0.20228691299999998,78486,295049.85493713943,286439.8789512009,1942.2481224120863
1678899000,0.95,5.555555555555555,47623,404214690.2837655,15,109.69251322285697,10701.031112775781,0,10701.031112775781,21402.062225551563,2.2222757220698823,54.00660189153322,24.001267251209885,8.000600277822459,22129594368,0.07347585622222222,0.11601903888888888,0.2265538288888889,78278,290241.494329553,284561.2303784908,1702.1995263861663
1678899300,0.95,5.555555555555555,49169,413583362.2669888,17,112.61045944841099,11374.990875308884,0,11374.990875308884,22749.98175061777,2.2223004151960484,50.00707530676843,20.00360411103197,6.000600411269183,21749014528,0.07266415766666667,0.11493767444444444,0.21668259644444446,78141,294522.3482321548,283820.78902013047,1856.4389230205675
1678899600,0.95,5.666666666666667,49489,403887012.2890281,18,108.38690332457655,9131.584090989054,0,9131.584090989054,18263.168181978108,0,47.108926393901505,15.455563681962177,7.74085342936188,21642981376,0.07404772744444446,0.11892673488888889,0.20817682744444443,77925,287101.12059765204,282588.23297211574,1780.1114410245993
1678899900,0.94,5.666666666666667,46328,445567553.28177285,22,116.63046615647373,8732.647548516714,8,8748.647548516714,17473.295097033424,1.111082305273567,54.01331757310722,22.00053421364429,12.000267106822145,21801971712,0.0762071811111111,0.11868664033333334,0.2177421812222222,77831,286917.81963660603,281389.23980373313,1763.1084309318053
1678900200,0.94,5.666666666666667,47243,409603924.92989856,14,115.89694623301763,10635.592995793533,2.0013342228152102,10639.595664239163,21273.187325809886,5.561607979938745,52.03533706105124,22.023001872156538,10.01180084610526,21569953792,0.07452141566666665,0.11783628077777779,0.22672999933333335,77754,282591.3576953854,280600.63292913773,1917.1099270550283
